,date,stringency_index_average
36071,2022-09-26,79.17
36072,2022-09-27,79.17
36073,2022-09-28,79.17
36074,2022-09-29,79.17
36075,2022-09-30,79.17
36076,2022-10-01,79.17
36077,2022-10-02,79.17
36078,2022-10-03,79.17
36079,2022-10-04,79.17
36080,2022-10-05,79.17
36081,2022-10-06,79.17
36082,2022-10-07,79.17
36083,2022-10-08,79.17
36084,2022-10-09,79.17
36085,2022-10-10,79.17
36086,2022-10-11,79.17
36087,2022-10-12,79.17
36088,2022-10-13,79.17
36089,2022-10-14,79.17
36090,2022-10-15,79.17
36091,2022-10-16,79.17
36092,2022-10-17,79.17
36093,2022-10-18,79.17
36094,2022-10-19,79.17
36095,2022-10-20,79.17
36096,2022-10-21,79.17
36097,2022-10-22,79.17
36098,2022-10-23,79.17
36099,2022-10-24,79.17
36100,2022-10-25,79.17
36101,2022-10-26,79.17
36102,2022-10-27,79.17
36103,2022-10-28,79.17
36104,2022-10-29,79.17
36105,2022-10-30,79.17
36106,2022-10-31,79.17
36107,2022-11-01,79.17
36108,2022-11-02,79.17
36109,2022-11-03,79.17
36110,2022-11-04,79.17
36111,2022-11-05,79.17
36112,2022-11-06,79.17
36113,2022-11-07,79.17
36114,2022-11-08,79.17
36115,2022-11-09,79.17
36116,2022-11-10,79.17
36117,2022-11-11,79.17
36118,2022-11-12,79.17
36119,2022-11-13,79.17
36120,2022-11-14,79.17
36121,2022-11-15,79.17
36122,2022-11-16,79.17
36123,2022-11-17,79.17
36124,2022-11-18,79.17
36125,2022-11-19,79.17
36126,2022-11-20,79.17
36127,2022-11-21,79.17
36128,2022-11-22,79.17
36129,2022-11-23,79.17
36130,2022-11-24,79.17
36131,2022-11-25,79.17
36132,2022-11-26,79.17
36133,2022-11-27,79.17
36134,2022-11-28,79.17
36135,2022-11-29,79.17
36136,2022-11-30,79.17
36137,2022-12-01,79.17
36138,2022-12-02,79.17
36139,2022-12-03,79.17
36140,2022-12-04,79.17
36141,2022-12-05,79.17
36142,2022-12-06,79.17
36143,2022-12-07,79.17
36144,2022-12-08,68.98
36145,2022-12-09,68.98
36146,2022-12-10,68.98
36147,2022-12-11,68.98
36148,2022-12-12,68.98
36149,2022-12-13,60.65
36150,2022-12-14,55.09
36151,2022-12-15,55.09
36152,2022-12-16,55.09
36153,2022-12-17,55.09
36154,2022-12-18,55.09
36155,2022-12-19,49.54
36156,2022-12-20,49.54
36157,2022-12-21,49.54
36158,2022-12-22,49.54
36159,2022-12-23,49.54
36160,2022-12-24,49.54
36161,2022-12-25,49.54
36162,2022-12-26,49.54
36163,2022-12-27,49.54
36164,2022-12-28,49.54
36165,2022-12-29,49.54
36166,2022-12-30,49.54
36167,2022-12-31,49.54
83296,2020-01-01,0.0
83297,2020-01-02,0.0
83298,2020-01-03,0.0
83299,2020-01-04,0.0
83300,2020-01-05,0.0
83301,2020-01-06,0.0
83302,2020-01-07,0.0
83303,2020-01-08,0.0
83304,2020-01-09,0.0
83305,2020-01-10,0.0
83306,2020-01-11,0.0
83307,2020-01-12,0.0
83308,2020-01-13,0.0
83309,2020-01-14,0.0
83310,2020-01-15,0.0
83311,2020-01-16,0.0
83312,2020-01-17,0.0
83313,2020-01-18,0.0
83314,2020-01-19,0.0
83315,2020-01-20,0.0
83316,2020-01-21,0.0
83317,2020-01-22,0.0
83318,2020-01-23,0.0
83319,2020-01-24,0.0
83320,2020-01-25,5.56
83321,2020-01-26,10.19
83322,2020-01-27,10.19
83323,2020-01-28,10.19
83324,2020-01-29,10.19
83325,2020-01-30,10.19
83326,2020-01-31,10.19
83327,2020-02-01,10.19
83328,2020-02-02,10.19
83329,2020-02-03,10.19
83330,2020-02-04,10.19
83331,2020-02-05,10.19
83332,2020-02-06,10.19
83333,2020-02-07,10.19
83334,2020-02-08,10.19
83335,2020-02-09,10.19
83336,2020-02-10,10.19
83337,2020-02-11,10.19
83338,2020-02-12,10.19
83339,2020-02-13,10.19
83340,2020-02-14,10.19
83341,2020-02-15,10.19
83342,2020-02-16,10.19
83343,2020-02-17,10.19
83344,2020-02-18,10.19
83345,2020-02-19,10.19
83346,2020-02-20,10.19
83347,2020-02-21,10.19
83348,2020-02-22,10.19
83349,2020-02-23,10.19
83350,2020-02-24,10.19
83351,2020-02-25,10.19
83352,2020-02-26,10.19
83353,2020-02-27,10.19
83354,2020-02-28,10.19
83355,2020-02-29,10.19
83356,2020-03-01,10.19
83357,2020-03-02,10.19
83358,2020-03-03,10.19
83359,2020-03-04,10.19
83360,2020-03-05,26.85
83361,2020-03-06,26.85
83362,2020-03-07,26.85
83363,2020-03-08,26.85
83364,2020-03-09,26.85
83365,2020-03-10,26.85
83366,2020-03-11,26.85
83367,2020-03-12,26.85
83368,2020-03-13,41.67
83369,2020-03-14,41.67
83370,2020-03-15,44.44
83371,2020-03-16,44.44
83372,2020-03-17,44.44
83373,2020-03-18,44.44
83374,2020-03-19,44.44
83375,2020-03-20,44.44
83376,2020-03-21,44.44
83377,2020-03-22,100.0
83378,2020-03-23,86.57
83379,2020-03-24,86.57
83380,2020-03-25,100.0
83381,2020-03-26,100.0
83382,2020-03-27,100.0
83383,2020-03-28,100.0
83384,2020-03-29,100.0
83385,2020-03-30,100.0
83386,2020-03-31,100.0
83387,2020-04-01,100.0
83388,2020-04-02,100.0
83389,2020-04-03,100.0
83390,2020-04-04,100.0
83391,2020-04-05,100.0
83392,2020-04-06,100.0
83393,2020-04-07,100.0
83394,2020-04-08,100.0
83395,2020-04-09,100.0
83396,2020-04-10,100.0
83397,2020-04-11,100.0
83398,2020-04-12,100.0
83399,2020-04-13,100.0
83400,2020-04-14,100.0
83401,2020-04-15,100.0
83402,2020-04-16,100.0
83403,2020-04-17,100.0
83404,2020-04-18,100.0
83405,2020-04-19,100.0
83406,2020-04-20,96.3
83407,2020-04-21,96.3
83408,2020-04-22,96.3
83409,2020-04-23,96.3
83410,2020-04-24,96.3
83411,2020-04-25,96.3
83412,2020-04-26,96.3
83413,2020-04-27,96.3
83414,2020-04-28,96.3
83415,2020-04-29,96.3
83416,2020-04-30,96.3
83417,2020-05-01,96.3
83418,2020-05-02,96.3
83419,2020-05-03,96.3
83420,2020-05-04,81.94
83421,2020-05-05,81.94
83422,2020-05-06,81.94
83423,2020-05-07,81.94
83424,2020-05-08,81.94
83425,2020-05-09,81.94
83426,2020-05-10,81.94
83427,2020-05-11,81.94
83428,2020-05-12,81.94
83429,2020-05-13,81.94
83430,2020-05-14,81.94
83431,2020-05-15,81.94
83432,2020-05-16,81.94
83433,2020-05-17,81.94
83434,2020-05-18,81.94
83435,2020-05-19,81.94
83436,2020-05-20,81.94
83437,2020-05-21,81.94
83438,2020-05-22,81.94
83439,2020-05-23,81.94
83440,2020-05-24,81.94
83441,2020-05-25,81.94
83442,2020-05-26,81.94
83443,2020-05-27,81.94
83444,2020-05-28,81.94
83445,2020-05-29,81.94
83446,2020-05-30,81.94
83447,2020-05-31,81.94
83448,2020-06-01,87.5
83449,2020-06-02,87.5
83450,2020-06-03,87.5
83451,2020-06-04,87.5
83452,2020-06-05,87.5
83453,2020-06-06,87.5
83454,2020-06-07,87.5
83455,2020-06-08,87.5
83456,2020-06-09,87.5
83457,2020-06-10,87.5
83458,2020-06-11,87.5
83459,2020-06-12,87.5
83460,2020-06-13,87.5
83461,2020-06-14,87.5
83462,2020-06-15,87.5
83463,2020-06-16,87.5
83464,2020-06-17,87.5
83465,2020-06-18,87.5
83466,2020-06-19,87.5
83467,2020-06-20,87.5
83468,2020-06-21,87.5
83469,2020-06-22,87.5
83470,2020-06-23,87.5
83471,2020-06-24,87.5
83472,2020-06-25,87.5
83473,2020-06-26,87.5
83474,2020-06-27,87.5
83475,2020-06-28,87.5
83476,2020-06-29,87.5
83477,2020-06-30,87.5
83478,2020-07-01,87.5
83479,2020-07-02,87.5
83480,2020-07-03,87.5
83481,2020-07-04,87.5
83482,2020-07-05,87.5
83483,2020-07-06,87.5
83484,2020-07-07,87.5
83485,2020-07-08,87.5
83486,2020-07-09,87.5
83487,2020-07-10,87.5
83488,2020-07-11,87.5
83489,2020-07-12,87.5
83490,2020-07-13,87.5
83491,2020-07-14,87.5
83492,2020-07-15,87.5
83493,2020-07-16,87.5
83494,2020-07-17,87.5
83495,2020-07-18,87.5
83496,2020-07-19,87.5
83497,2020-07-20,87.5
83498,2020-07-21,87.5
83499,2020-07-22,87.5
83500,2020-07-23,87.5
83501,2020-07-24,87.5
83502,2020-07-25,87.5
83503,2020-07-26,87.5
83504,2020-07-27,87.5
83505,2020-07-28,87.5
83506,2020-07-29,87.5
83507,2020-07-30,87.5
83508,2020-07-31,87.5
83509,2020-08-01,85.65
83510,2020-08-02,85.65
83511,2020-08-03,85.65
83512,2020-08-04,85.65
83513,2020-08-05,85.65
83514,2020-08-06,85.65
83515,2020-08-07,85.65
83516,2020-08-08,85.65
83517,2020-08-09,85.65
83518,2020-08-10,85.65
83519,2020-08-11,85.65
83520,2020-08-12,85.65
83521,2020-08-13,85.65
83522,2020-08-14,85.65
83523,2020-08-15,85.65
83524,2020-08-16,85.65
83525,2020-08-17,85.65
83526,2020-08-18,85.65
83527,2020-08-19,85.65
83528,2020-08-20,85.65
83529,2020-08-21,85.65
83530,2020-08-22,85.65
83531,2020-08-23,85.65
83532,2020-08-24,85.65
83533,2020-08-25,85.65
83534,2020-08-26,85.65
83535,2020-08-27,85.65
83536,2020-08-28,85.65
83537,2020-08-29,85.65
83538,2020-08-30,85.65
83539,2020-08-31,85.65
83540,2020-09-01,81.94
83541,2020-09-02,81.94
83542,2020-09-03,81.94
83543,2020-09-04,81.94
83544,2020-09-05,81.94
83545,2020-09-06,81.94
83546,2020-09-07,76.39
83547,2020-09-08,76.39
83548,2020-09-09,76.39
83549,2020-09-10,76.39
83550,2020-09-11,76.39
83551,2020-09-12,76.39
83552,2020-09-13,76.39
83553,2020-09-14,76.39
83554,2020-09-15,76.39
83555,2020-09-16,76.39
83556,2020-09-17,76.39
83557,2020-09-18,76.39
83558,2020-09-19,76.39
83559,2020-09-20,76.39
83560,2020-09-21,70.83
83561,2020-09-22,70.83
83562,2020-09-23,70.83
83563,2020-09-24,70.83
83564,2020-09-25,70.83
83565,2020-09-26,70.83
83566,2020-09-27,70.83
83567,2020-09-28,70.83
83568,2020-09-29,70.83
83569,2020-09-30,70.83
83570,2020-10-01,70.83
83571,2020-10-02,70.83
83572,2020-10-03,70.83
83573,2020-10-04,70.83
83574,2020-10-05,70.83
83575,2020-10-06,70.83
83576,2020-10-07,70.83
83577,2020-10-08,70.83
83578,2020-10-09,70.83
83579,2020-10-10,70.83
83580,2020-10-11,70.83
83581,2020-10-12,70.83
83582,2020-10-13,70.83
83583,2020-10-14,70.83
83584,2020-10-15,61.57
83585,2020-10-16,61.57
83586,2020-10-17,61.57
83587,2020-10-18,61.57
83588,2020-10-19,61.57
83589,2020-10-20,61.57
83590,2020-10-21,61.57
83591,2020-10-22,61.57
83592,2020-10-23,61.57
83593,2020-10-24,61.57
83594,2020-10-25,61.57
83595,2020-10-26,61.57
83596,2020-10-27,58.8
83597,2020-10-28,58.8
83598,2020-10-29,58.8
83599,2020-10-30,58.8
83600,2020-10-31,58.8
83601,2020-11-01,58.8
83602,2020-11-02,58.8
83603,2020-11-03,58.8
83604,2020-11-04,58.8
83605,2020-11-05,58.8
83606,2020-11-06,58.8
83607,2020-11-07,58.8
83608,2020-11-08,58.8
83609,2020-11-09,58.8
83610,2020-11-10,58.8
83611,2020-11-11,58.8
83612,2020-11-12,58.8
83613,2020-11-13,58.8
83614,2020-11-14,58.8
83615,2020-11-15,58.8
83616,2020-11-16,58.8
83617,2020-11-17,58.8
83618,2020-11-18,58.8
83619,2020-11-19,58.8
83620,2020-11-20,58.8
83621,2020-11-21,66.2
83622,2020-11-22,66.2
83623,2020-11-23,66.2
83624,2020-11-24,66.2
83625,2020-11-25,66.2
83626,2020-11-26,66.2
83627,2020-11-27,66.2
83628,2020-11-28,66.2
83629,2020-11-29,66.2
83630,2020-11-30,66.2
83631,2020-12-01,66.2
83632,2020-12-02,66.2
83633,2020-12-03,66.2
83634,2020-12-04,66.2
83635,2020-12-05,66.2
83636,2020-12-06,66.2
83637,2020-12-07,66.2
83638,2020-12-08,66.2
83639,2020-12-09,66.2
83640,2020-12-10,66.2
83641,2020-12-11,66.2
83642,2020-12-12,66.2
83643,2020-12-13,66.2
83644,2020-12-14,66.2
83645,2020-12-15,66.2
83646,2020-12-16,66.2
83647,2020-12-17,66.2
83648,2020-12-18,66.2
83649,2020-12-19,66.2
83650,2020-12-20,66.2
83651,2020-12-21,66.2
83652,2020-12-22,66.2
83653,2020-12-23,66.2
83654,2020-12-24,66.2
83655,2020-12-25,66.2
83656,2020-12-26,66.2
83657,2020-12-27,66.2
83658,2020-12-28,66.2
83659,2020-12-29,66.2
83660,2020-12-30,66.2
83661,2020-12-31,66.2
83662,2021-01-01,66.2
83663,2021-01-02,66.2
83664,2021-01-03,66.2
83665,2021-01-04,66.2
83666,2021-01-05,66.2
83667,2021-01-06,66.2
83668,2021-01-07,66.2
83669,2021-01-08,66.2
83670,2021-01-09,66.2
83671,2021-01-10,66.2
83672,2021-01-11,66.2
83673,2021-01-12,66.2
83674,2021-01-13,66.2
83675,2021-01-14,66.2
83676,2021-01-15,66.2
