,date,goverment_response_index_average
36071,2022-09-26,81.77
36072,2022-09-27,81.77
36073,2022-09-28,81.77
36074,2022-09-29,81.77
36075,2022-09-30,81.77
36076,2022-10-01,81.77
36077,2022-10-02,81.77
36078,2022-10-03,81.77
36079,2022-10-04,81.77
36080,2022-10-05,81.77
36081,2022-10-06,81.77
36082,2022-10-07,81.77
36083,2022-10-08,81.77
36084,2022-10-09,81.77
36085,2022-10-10,80.21
36086,2022-10-11,80.21
36087,2022-10-12,80.21
36088,2022-10-13,80.21
36089,2022-10-14,80.21
36090,2022-10-15,80.21
36091,2022-10-16,80.21
36092,2022-10-17,80.21
36093,2022-10-18,80.21
36094,2022-10-19,80.21
36095,2022-10-20,80.21
36096,2022-10-21,80.21
36097,2022-10-22,80.21
36098,2022-10-23,80.21
36099,2022-10-24,80.21
36100,2022-10-25,80.21
36101,2022-10-26,80.21
36102,2022-10-27,80.21
36103,2022-10-28,80.21
36104,2022-10-29,80.21
36105,2022-10-30,80.21
36106,2022-10-31,80.21
36107,2022-11-01,80.21
36108,2022-11-02,80.21
36109,2022-11-03,80.21
36110,2022-11-04,80.21
36111,2022-11-05,80.21
36112,2022-11-06,80.21
36113,2022-11-07,80.21
36114,2022-11-08,80.21
36115,2022-11-09,80.21
36116,2022-11-10,80.21
36117,2022-11-11,80.21
36118,2022-11-12,80.21
36119,2022-11-13,80.21
36120,2022-11-14,80.21
36121,2022-11-15,80.21
36122,2022-11-16,80.21
36123,2022-11-17,80.21
36124,2022-11-18,80.21
36125,2022-11-19,80.21
36126,2022-11-20,80.21
36127,2022-11-21,80.21
36128,2022-11-22,80.21
36129,2022-11-23,80.21
36130,2022-11-24,80.21
36131,2022-11-25,80.21
36132,2022-11-26,80.21
36133,2022-11-27,80.21
36134,2022-11-28,80.21
36135,2022-11-29,80.21
36136,2022-11-30,80.21
36137,2022-12-01,80.21
36138,2022-12-02,80.21
36139,2022-12-03,80.21
36140,2022-12-04,80.21
36141,2022-12-05,80.21
36142,2022-12-06,80.21
36143,2022-12-07,78.13
36144,2022-12-08,72.4
36145,2022-12-09,72.4
36146,2022-12-10,72.4
36147,2022-12-11,72.4
36148,2022-12-12,72.4
36149,2022-12-13,67.71
36150,2022-12-14,64.58
36151,2022-12-15,64.58
36152,2022-12-16,64.58
36153,2022-12-17,64.58
36154,2022-12-18,64.58
36155,2022-12-19,61.46
36156,2022-12-20,61.46
36157,2022-12-21,61.46
36158,2022-12-22,61.46
36159,2022-12-23,61.46
36160,2022-12-24,61.46
36161,2022-12-25,61.46
36162,2022-12-26,61.46
36163,2022-12-27,61.46
36164,2022-12-28,61.46
36165,2022-12-29,61.46
36166,2022-12-30,61.46
36167,2022-12-31,61.46
83296,2020-01-01,0.0
83297,2020-01-02,0.0
83298,2020-01-03,0.0
83299,2020-01-04,0.0
83300,2020-01-05,0.0
83301,2020-01-06,0.0
83302,2020-01-07,0.0
83303,2020-01-08,0.0
83304,2020-01-09,0.0
83305,2020-01-10,0.0
83306,2020-01-11,0.0
83307,2020-01-12,0.0
83308,2020-01-13,0.0
83309,2020-01-14,0.0
83310,2020-01-15,0.0
83311,2020-01-16,0.0
83312,2020-01-17,0.0
83313,2020-01-18,0.0
83314,2020-01-19,0.0
83315,2020-01-20,0.0
83316,2020-01-21,0.0
83317,2020-01-22,0.0
83318,2020-01-23,0.0
83319,2020-01-24,0.0
83320,2020-01-25,5.21
83321,2020-01-26,11.98
83322,2020-01-27,11.98
83323,2020-01-28,11.98
83324,2020-01-29,11.98
83325,2020-01-30,11.98
83326,2020-01-31,15.1
83327,2020-02-01,15.1
83328,2020-02-02,15.1
83329,2020-02-03,15.1
83330,2020-02-04,15.1
83331,2020-02-05,15.1
83332,2020-02-06,15.1
83333,2020-02-07,15.1
83334,2020-02-08,15.1
83335,2020-02-09,15.1
83336,2020-02-10,15.1
83337,2020-02-11,15.1
83338,2020-02-12,15.1
83339,2020-02-13,15.1
83340,2020-02-14,15.1
83341,2020-02-15,15.1
83342,2020-02-16,15.1
83343,2020-02-17,15.1
83344,2020-02-18,15.1
83345,2020-02-19,15.1
83346,2020-02-20,15.1
83347,2020-02-21,15.1
83348,2020-02-22,15.1
83349,2020-02-23,15.1
83350,2020-02-24,15.1
83351,2020-02-25,15.1
83352,2020-02-26,15.1
83353,2020-02-27,15.1
83354,2020-02-28,15.1
83355,2020-02-29,15.1
83356,2020-03-01,21.35
83357,2020-03-02,21.35
83358,2020-03-03,21.35
83359,2020-03-04,21.35
83360,2020-03-05,30.73
83361,2020-03-06,30.73
83362,2020-03-07,30.73
83363,2020-03-08,30.73
83364,2020-03-09,30.73
83365,2020-03-10,30.73
83366,2020-03-11,30.73
83367,2020-03-12,30.73
83368,2020-03-13,38.02
83369,2020-03-14,38.02
83370,2020-03-15,39.58
83371,2020-03-16,39.58
83372,2020-03-17,39.58
83373,2020-03-18,39.58
83374,2020-03-19,39.58
83375,2020-03-20,42.71
83376,2020-03-21,42.71
83377,2020-03-22,80.21
83378,2020-03-23,72.66
83379,2020-03-24,72.66
83380,2020-03-25,80.21
83381,2020-03-26,80.21
83382,2020-03-27,80.21
83383,2020-03-28,80.21
83384,2020-03-29,80.21
83385,2020-03-30,80.21
83386,2020-03-31,80.21
83387,2020-04-01,80.21
83388,2020-04-02,81.77
83389,2020-04-03,81.77
83390,2020-04-04,81.77
83391,2020-04-05,81.77
83392,2020-04-06,81.77
83393,2020-04-07,81.77
83394,2020-04-08,81.77
83395,2020-04-09,89.84
83396,2020-04-10,89.84
83397,2020-04-11,89.84
83398,2020-04-12,89.84
83399,2020-04-13,89.84
83400,2020-04-14,89.84
83401,2020-04-15,89.84
83402,2020-04-16,89.84
83403,2020-04-17,89.84
83404,2020-04-18,89.84
83405,2020-04-19,89.84
83406,2020-04-20,87.76
83407,2020-04-21,87.76
83408,2020-04-22,87.76
83409,2020-04-23,87.76
83410,2020-04-24,87.76
83411,2020-04-25,87.76
83412,2020-04-26,87.76
83413,2020-04-27,87.76
83414,2020-04-28,87.76
83415,2020-04-29,87.76
83416,2020-04-30,87.76
83417,2020-05-01,87.76
83418,2020-05-02,87.76
83419,2020-05-03,87.76
83420,2020-05-04,76.56
83421,2020-05-05,76.56
83422,2020-05-06,76.56
83423,2020-05-07,76.56
83424,2020-05-08,76.56
83425,2020-05-09,76.56
83426,2020-05-10,76.56
83427,2020-05-11,76.56
83428,2020-05-12,76.56
83429,2020-05-13,76.56
83430,2020-05-14,76.56
83431,2020-05-15,76.56
83432,2020-05-16,76.56
83433,2020-05-17,76.56
83434,2020-05-18,76.56
83435,2020-05-19,76.56
83436,2020-05-20,76.56
83437,2020-05-21,76.56
83438,2020-05-22,76.56
83439,2020-05-23,76.56
83440,2020-05-24,76.56
83441,2020-05-25,76.56
83442,2020-05-26,76.56
83443,2020-05-27,76.56
83444,2020-05-28,76.56
83445,2020-05-29,76.56
83446,2020-05-30,76.56
83447,2020-05-31,76.56
83448,2020-06-01,74.48
83449,2020-06-02,74.48
83450,2020-06-03,74.48
83451,2020-06-04,74.48
83452,2020-06-05,74.48
83453,2020-06-06,74.48
83454,2020-06-07,74.48
83455,2020-06-08,74.48
83456,2020-06-09,74.48
83457,2020-06-10,74.48
83458,2020-06-11,74.48
83459,2020-06-12,74.48
83460,2020-06-13,74.48
83461,2020-06-14,74.48
83462,2020-06-15,74.48
83463,2020-06-16,74.48
83464,2020-06-17,74.48
83465,2020-06-18,74.48
83466,2020-06-19,74.48
83467,2020-06-20,74.48
83468,2020-06-21,74.48
83469,2020-06-22,74.48
83470,2020-06-23,74.48
83471,2020-06-24,74.48
83472,2020-06-25,74.48
83473,2020-06-26,74.48
83474,2020-06-27,74.48
83475,2020-06-28,74.48
83476,2020-06-29,74.48
83477,2020-06-30,74.48
83478,2020-07-01,71.35
83479,2020-07-02,71.35
83480,2020-07-03,71.35
83481,2020-07-04,71.35
83482,2020-07-05,71.35
83483,2020-07-06,71.35
83484,2020-07-07,71.35
83485,2020-07-08,71.35
83486,2020-07-09,71.35
83487,2020-07-10,71.35
83488,2020-07-11,71.35
83489,2020-07-12,71.35
83490,2020-07-13,71.35
83491,2020-07-14,71.35
83492,2020-07-15,71.35
83493,2020-07-16,71.35
83494,2020-07-17,71.35
83495,2020-07-18,71.35
83496,2020-07-19,71.35
83497,2020-07-20,71.35
83498,2020-07-21,71.35
83499,2020-07-22,71.35
83500,2020-07-23,71.35
83501,2020-07-24,71.35
83502,2020-07-25,71.35
83503,2020-07-26,71.35
83504,2020-07-27,71.35
83505,2020-07-28,71.35
83506,2020-07-29,71.35
83507,2020-07-30,71.35
83508,2020-07-31,71.35
83509,2020-08-01,70.31
83510,2020-08-02,70.31
83511,2020-08-03,70.31
83512,2020-08-04,70.31
83513,2020-08-05,70.31
83514,2020-08-06,70.31
83515,2020-08-07,70.31
83516,2020-08-08,70.31
83517,2020-08-09,70.31
83518,2020-08-10,70.31
83519,2020-08-11,70.31
83520,2020-08-12,70.31
83521,2020-08-13,70.31
83522,2020-08-14,70.31
83523,2020-08-15,70.31
83524,2020-08-16,70.31
83525,2020-08-17,70.31
83526,2020-08-18,70.31
83527,2020-08-19,70.31
83528,2020-08-20,70.31
83529,2020-08-21,70.31
