,date,containment_health_index_average
35072,2020-01-01,6.85
35073,2020-01-02,6.85
35074,2020-01-03,6.85
35075,2020-01-04,6.85
35076,2020-01-05,12.2
35077,2020-01-06,12.2
35078,2020-01-07,12.2
35079,2020-01-08,12.2
35080,2020-01-09,12.2
35081,2020-01-10,12.2
35082,2020-01-11,12.2
35083,2020-01-12,12.2
35084,2020-01-13,12.2
35085,2020-01-14,12.2
35086,2020-01-15,15.77
35087,2020-01-16,15.77
35088,2020-01-17,15.77
35089,2020-01-18,15.77
35090,2020-01-19,15.77
35091,2020-01-20,16.67
35092,2020-01-21,18.45
35093,2020-01-22,30.95
35094,2020-01-23,42.86
35095,2020-01-24,42.86
35096,2020-01-25,44.64
35097,2020-01-26,58.93
35098,2020-01-27,58.93
35099,2020-01-28,63.69
35100,2020-01-29,63.69
35101,2020-01-30,63.69
35102,2020-01-31,63.69
35103,2020-02-01,68.45
35104,2020-02-02,68.45
35105,2020-02-03,68.45
35106,2020-02-04,68.45
35107,2020-02-05,68.45
35108,2020-02-06,68.45
35109,2020-02-07,68.45
35110,2020-02-08,68.45
35111,2020-02-09,68.45
35112,2020-02-10,67.26
35113,2020-02-11,67.26
35114,2020-02-12,67.26
35115,2020-02-13,67.26
35116,2020-02-14,67.26
35117,2020-02-15,67.26
35118,2020-02-16,69.64
35119,2020-02-17,69.64
35120,2020-02-18,69.64
35121,2020-02-19,69.64
35122,2020-02-20,69.64
35123,2020-02-21,69.64
35124,2020-02-22,69.64
35125,2020-02-23,69.64
35126,2020-02-24,69.64
35127,2020-02-25,73.21
35128,2020-02-26,73.21
35129,2020-02-27,73.21
35130,2020-02-28,73.21
35131,2020-02-29,73.21
35132,2020-03-01,73.21
35133,2020-03-02,73.21
35134,2020-03-03,73.21
35135,2020-03-04,73.21
35136,2020-03-05,73.21
35137,2020-03-06,73.21
35138,2020-03-07,73.21
35139,2020-03-08,73.21
35140,2020-03-09,73.21
35141,2020-03-10,73.21
35142,2020-03-11,73.21
35143,2020-03-12,73.21
35144,2020-03-13,73.21
35145,2020-03-14,73.21
35146,2020-03-15,73.21
35147,2020-03-16,72.02
35148,2020-03-17,72.02
35149,2020-03-18,72.02
35150,2020-03-19,72.02
35151,2020-03-20,72.02
35152,2020-03-21,72.02
35153,2020-03-22,72.02
35154,2020-03-23,72.02
35155,2020-03-24,71.13
35156,2020-03-25,71.13
35157,2020-03-26,72.92
35158,2020-03-27,72.92
35159,2020-03-28,67.56
35160,2020-03-29,67.56
35161,2020-03-30,67.56
35162,2020-03-31,69.94
35163,2020-04-01,69.94
35164,2020-04-02,69.94
35165,2020-04-03,67.56
35166,2020-04-04,67.56
35167,2020-04-05,67.56
35168,2020-04-06,67.56
35169,2020-04-07,67.56
35170,2020-04-08,59.23
35171,2020-04-09,59.23
35172,2020-04-10,59.23
35173,2020-04-11,59.23
35174,2020-04-12,59.23
35175,2020-04-13,59.23
35176,2020-04-14,59.23
35177,2020-04-15,59.23
35178,2020-04-16,59.23
35179,2020-04-17,59.23
35180,2020-04-18,59.23
35181,2020-04-19,59.23
35182,2020-04-20,59.23
35183,2020-04-21,59.23
35184,2020-04-22,59.23
35185,2020-04-23,59.23
35186,2020-04-24,59.23
35187,2020-04-25,59.23
35188,2020-04-26,59.23
35189,2020-04-27,59.23
35190,2020-04-28,59.23
35191,2020-04-29,59.23
35192,2020-04-30,59.23
35193,2020-05-01,59.23
35194,2020-05-02,59.23
35195,2020-05-03,59.23
35196,2020-05-04,59.23
35197,2020-05-05,59.23
35198,2020-05-06,59.23
35199,2020-05-07,59.23
35200,2020-05-08,59.23
35201,2020-05-09,59.23
35202,2020-05-10,75.3
35203,2020-05-11,75.3
35204,2020-05-12,75.3
35205,2020-05-13,75.3
35206,2020-05-14,75.3
35207,2020-05-15,75.3
35208,2020-05-16,75.3
35209,2020-05-17,75.3
35210,2020-05-18,75.3
35211,2020-05-19,75.3
35212,2020-05-20,75.3
35213,2020-05-21,75.3
35214,2020-05-22,75.3
35215,2020-05-23,75.3
35216,2020-05-24,75.3
35217,2020-05-25,75.3
35218,2020-05-26,75.3
35219,2020-05-27,75.3
35220,2020-05-28,75.3
35221,2020-05-29,75.3
35222,2020-05-30,75.3
35223,2020-05-31,75.3
35224,2020-06-01,75.3
35225,2020-06-02,75.3
35226,2020-06-03,72.92
35227,2020-06-04,72.92
35228,2020-06-05,72.92
35229,2020-06-06,72.92
35230,2020-06-07,72.92
35231,2020-06-08,72.92
35232,2020-06-09,72.92
35233,2020-06-10,72.92
35234,2020-06-11,72.92
35235,2020-06-12,72.92
35236,2020-06-13,72.92
35237,2020-06-14,72.92
35238,2020-06-15,72.92
35239,2020-06-16,72.92
35240,2020-06-17,72.92
35241,2020-06-18,72.92
35242,2020-06-19,72.92
35243,2020-06-20,72.92
35244,2020-06-21,72.92
35245,2020-06-22,72.92
35246,2020-06-23,72.92
35247,2020-06-24,72.92
35248,2020-06-25,72.92
35249,2020-06-26,72.92
35250,2020-06-27,72.92
35251,2020-06-28,72.92
35252,2020-06-29,72.92
35253,2020-06-30,72.92
35254,2020-07-01,72.92
35255,2020-07-02,72.92
35256,2020-07-03,72.92
35257,2020-07-04,72.92
35258,2020-07-05,72.92
35259,2020-07-06,72.92
35260,2020-07-07,72.92
35261,2020-07-08,72.92
35262,2020-07-09,72.92
35263,2020-07-10,72.92
35264,2020-07-11,72.92
35265,2020-07-12,72.92
35266,2020-07-13,72.92
35267,2020-07-14,72.92
35268,2020-07-15,72.92
35269,2020-07-16,72.92
35270,2020-07-17,72.92
35271,2020-07-18,72.92
35272,2020-07-19,72.92
35273,2020-07-20,72.92
35274,2020-07-21,72.92
35275,2020-07-22,72.92
35276,2020-07-23,72.92
35277,2020-07-24,72.92
35278,2020-07-25,72.92
35279,2020-07-26,72.92
35280,2020-07-27,72.92
35281,2020-07-28,72.92
35282,2020-07-29,72.92
35283,2020-07-30,72.92
35284,2020-07-31,72.92
35285,2020-08-01,72.92
35286,2020-08-02,72.92
35287,2020-08-03,72.92
35288,2020-08-04,72.92
35289,2020-08-05,72.92
35290,2020-08-06,72.92
35291,2020-08-07,72.92
35292,2020-08-08,72.92
35293,2020-08-09,72.92
35294,2020-08-10,72.92
35295,2020-08-11,72.92
35296,2020-08-12,72.92
35297,2020-08-13,72.92
35298,2020-08-14,72.92
35299,2020-08-15,72.92
35300,2020-08-16,72.92
35301,2020-08-17,72.92
35302,2020-08-18,72.92
35303,2020-08-19,72.92
35304,2020-08-20,72.92
35305,2020-08-21,72.92
35306,2020-08-22,72.92
35307,2020-08-23,72.92
35308,2020-08-24,72.92
35309,2020-08-25,72.92
35310,2020-08-26,72.92
35311,2020-08-27,72.92
35312,2020-08-28,72.92
35313,2020-08-29,72.92
35314,2020-08-30,72.92
35315,2020-08-31,72.92
35316,2020-09-01,72.92
35317,2020-09-02,58.04
35318,2020-09-03,58.04
35319,2020-09-04,52.68
35320,2020-09-05,52.68
35321,2020-09-06,52.68
35322,2020-09-07,52.68
35323,2020-09-08,52.68
35324,2020-09-09,52.68
35325,2020-09-10,52.68
35326,2020-09-11,52.68
35327,2020-09-12,52.68
35328,2020-09-13,52.68
35329,2020-09-14,52.68
35330,2020-09-15,75.3
35331,2020-09-16,75.3
35332,2020-09-17,75.3
35333,2020-09-18,75.3
35334,2020-09-19,75.3
35335,2020-09-20,75.3
35336,2020-09-21,71.13
35337,2020-09-22,68.75
35338,2020-09-23,63.39
35339,2020-09-24,63.39
35340,2020-09-25,63.39
35341,2020-09-26,57.44
35342,2020-09-27,57.44
35343,2020-09-28,57.44
35344,2020-09-29,57.44
35345,2020-09-30,57.44
35346,2020-10-01,57.44
35347,2020-10-02,57.44
35348,2020-10-03,57.44
35349,2020-10-04,57.44
35350,2020-10-05,57.44
35351,2020-10-06,57.44
35352,2020-10-07,57.44
35353,2020-10-08,57.44
35354,2020-10-09,57.44
35355,2020-10-10,56.25
35356,2020-10-11,56.25
35357,2020-10-12,62.2
35358,2020-10-13,62.2
35359,2020-10-14,62.2
35360,2020-10-15,62.2
35361,2020-10-16,62.2
35362,2020-10-17,62.2
35363,2020-10-18,62.2
35364,2020-10-19,62.2
35365,2020-10-20,62.2
35366,2020-10-21,62.2
35367,2020-10-22,62.2
35368,2020-10-23,62.2
35369,2020-10-24,77.98
35370,2020-10-25,77.98
35371,2020-10-26,77.98
35372,2020-10-27,77.98
35373,2020-10-28,77.98
35374,2020-10-29,77.98
35375,2020-10-30,69.64
35376,2020-10-31,66.07
35377,2020-11-01,66.07
35378,2020-11-02,66.07
35379,2020-11-03,66.07
35380,2020-11-04,66.07
35381,2020-11-05,66.07
35382,2020-11-06,66.07
35383,2020-11-07,66.07
35384,2020-11-08,66.07
35385,2020-11-09,66.07
35386,2020-11-10,66.07
35387,2020-11-11,66.07
35388,2020-11-12,66.07
35389,2020-11-13,66.07
35390,2020-11-14,66.07
35391,2020-11-15,66.07
35392,2020-11-16,66.07
35393,2020-11-17,66.07
35394,2020-11-18,66.07
35395,2020-11-19,66.07
35396,2020-11-20,74.4
35397,2020-11-21,74.4
35398,2020-11-22,74.4
35399,2020-11-23,74.4
35400,2020-11-24,77.98
35401,2020-11-25,77.98
35402,2020-11-26,77.98
35403,2020-11-27,77.98
35404,2020-11-28,77.98
35405,2020-11-29,77.98
35406,2020-11-30,77.98
35407,2020-12-01,77.98
35408,2020-12-02,77.98
35409,2020-12-03,77.98
35410,2020-12-04,77.98
35411,2020-12-05,77.98
35412,2020-12-06,77.98
35413,2020-12-07,77.98
35414,2020-12-08,75.6
35415,2020-12-09,75.6
35416,2020-12-10,75.6
35417,2020-12-11,75.6
35418,2020-12-12,75.6
35419,2020-12-13,75.6
35420,2020-12-14,75.6
35421,2020-12-15,77.02
35422,2020-12-16,77.02
35423,2020-12-17,77.02
35424,2020-12-18,77.02
35425,2020-12-19,77.02
35426,2020-12-20,77.02
35427,2020-12-21,77.02
35428,2020-12-22,77.02
35429,2020-12-23,77.02
35430,2020-12-24,77.02
35431,2020-12-25,77.02
35432,2020-12-26,77.02
35433,2020-12-27,77.02
35434,2020-12-28,77.02
35435,2020-12-29,77.02
35436,2020-12-30,77.02
35437,2020-12-31,77.02
35438,2021-01-01,77.02
35439,2021-01-02,77.02
35440,2021-01-03,77.02
35441,2021-01-04,77.02
35442,2021-01-05,77.02
35443,2021-01-06,77.02
35444,2021-01-07,77.02
35445,2021-01-08,77.02
35446,2021-01-09,77.02
35447,2021-01-10,77.02
35448,2021-01-11,77.02
35449,2021-01-12,77.02
35450,2021-01-13,77.02
35451,2021-01-14,77.02
35452,2021-01-15,77.02
35453,2021-01-16,77.02
35454,2021-01-17,77.02
35455,2021-01-18,77.02
35456,2021-01-19,77.02
35457,2021-01-20,77.02
35458,2021-01-21,77.02
35459,2021-01-22,77.02
35460,2021-01-23,77.02
35461,2021-01-24,77.02
35462,2021-01-25,77.02
35463,2021-01-26,77.02
35464,2021-01-27,77.02
35465,2021-01-28,77.02
35466,2021-01-29,77.02
35467,2021-01-30,77.02
35468,2021-01-31,77.02
35469,2021-02-01,77.02
35470,2021-02-02,77.02
35471,2021-02-03,77.02
35472,2021-02-04,77.02
35473,2021-02-05,77.02
35474,2021-02-06,77.02
35475,2021-02-07,77.02
35476,2021-02-08,77.02
35477,2021-02-09,77.02
35478,2021-02-10,77.02
35479,2021-02-11,77.02
35480,2021-02-12,77.02
35481,2021-02-13,77.02
35482,2021-02-14,77.02
35483,2021-02-15,77.02
35484,2021-02-16,77.02
35485,2021-02-17,77.02
35486,2021-02-18,77.02
35487,2021-02-19,77.02
35488,2021-02-20,77.02
35489,2021-02-21,77.02
35490,2021-02-22,63.63
35491,2021-02-23,63.63
35492,2021-02-24,63.63
35493,2021-02-25,63.63
35494,2021-02-26,63.63
35495,2021-02-27,63.63
35496,2021-02-28,63.63
35497,2021-03-01,60.06
35498,2021-03-02,60.06
35499,2021-03-03,61.49
35500,2021-03-04,61.49
35501,2021-03-05,61.49
35502,2021-03-06,61.49
35503,2021-03-07,61.49
35504,2021-03-08,61.49
35505,2021-03-09,61.49
35506,2021-03-10,61.49
35507,2021-03-11,61.49
35508,2021-03-12,61.49
35509,2021-03-13,61.49
35510,2021-03-14,61.49
35511,2021-03-15,58.51
35512,2021-03-16,58.51
35513,2021-03-17,58.51
35514,2021-03-18,58.51
35515,2021-03-19,58.51
35516,2021-03-20,58.51
35517,2021-03-21,58.51
35518,2021-03-22,58.51
35519,2021-03-23,61.37
35520,2021-03-24,61.37
35521,2021-03-25,61.37
35522,2021-03-26,61.37
35523,2021-03-27,61.37
35524,2021-03-28,61.37
35525,2021-03-29,56.9
35526,2021-03-30,56.9
35527,2021-03-31,60.48
35528,2021-04-01,60.48
35529,2021-04-02,60.48
35530,2021-04-03,60.48
35531,2021-04-04,60.48
35532,2021-04-05,78.63
35533,2021-04-06,78.63
35534,2021-04-07,78.63
35535,2021-04-08,78.63
35536,2021-04-09,78.63
35537,2021-04-10,78.63
35538,2021-04-11,78.63
35539,2021-04-12,78.63
35540,2021-04-13,78.63
35541,2021-04-14,78.63
35542,2021-04-15,78.63
35543,2021-04-16,78.63
35544,2021-04-17,78.63
35545,2021-04-18,78.63
35546,2021-04-19,78.63
35547,2021-04-20,78.63
35548,2021-04-21,78.63
35549,2021-04-22,78.63
35550,2021-04-23,78.63
35551,2021-04-24,78.63
35552,2021-04-25,78.63
35553,2021-04-26,78.63
35554,2021-04-27,78.63
35555,2021-04-28,78.63
35556,2021-04-29,78.63
35557,2021-04-30,78.63
35558,2021-05-01,78.63
35559,2021-05-02,78.63
35560,2021-05-03,78.63
35561,2021-05-04,71.49
35562,2021-05-05,71.49
35563,2021-05-06,69.11
35564,2021-05-07,69.11
35565,2021-05-08,69.11
35566,2021-05-09,69.11
35567,2021-05-10,70.54
35568,2021-05-11,70.54
35569,2021-05-12,69.35
35570,2021-05-13,69.35
35571,2021-05-14,72.92
35572,2021-05-15,72.92
35573,2021-05-16,74.11
35574,2021-05-17,74.11
35575,2021-05-18,74.11
35576,2021-05-19,74.11
35577,2021-05-20,74.11
35578,2021-05-21,74.11
35579,2021-05-22,74.11
35580,2021-05-23,74.11
35581,2021-05-24,74.11
35582,2021-05-25,74.11
35583,2021-05-26,74.11
35584,2021-05-27,74.11
35585,2021-05-28,74.11
35586,2021-05-29,76.49
35587,2021-05-30,76.49
35588,2021-05-31,76.49
35589,2021-06-01,71.73
35590,2021-06-02,74.4
35591,2021-06-03,74.4
35592,2021-06-04,74.4
35593,2021-06-05,74.4
35594,2021-06-06,74.4
35595,2021-06-07,74.4
35596,2021-06-08,74.4
35597,2021-06-09,74.4
35598,2021-06-10,74.4
35599,2021-06-11,76.79
35600,2021-06-12,76.79
35601,2021-06-13,76.79
35602,2021-06-14,76.79
35603,2021-06-15,76.79
35604,2021-06-16,76.79
35605,2021-06-17,76.79
35606,2021-06-18,76.79
35607,2021-06-19,76.79
35608,2021-06-20,76.79
35609,2021-06-21,76.79
35610,2021-06-22,76.79
35611,2021-06-23,76.79
35612,2021-06-24,71.73
35613,2021-06-25,71.73
35614,2021-06-26,71.73
35615,2021-06-27,71.73
35616,2021-06-28,71.73
35617,2021-06-29,71.73
35618,2021-06-30,71.73
35619,2021-07-01,71.73
35620,2021-07-02,68.15
35621,2021-07-03,68.15
35622,2021-07-04,68.15
35623,2021-07-05,68.15
35624,2021-07-06,68.15
35625,2021-07-07,74.11
35626,2021-07-08,74.11
35627,2021-07-09,74.11
35628,2021-07-10,74.11
35629,2021-07-11,74.11
35630,2021-07-12,74.11
35631,2021-07-13,74.11
35632,2021-07-14,74.11
35633,2021-07-15,74.11
35634,2021-07-16,74.11
35635,2021-07-17,74.11
35636,2021-07-18,74.11
35637,2021-07-19,74.11
35638,2021-07-20,78.27
35639,2021-07-21,78.27
35640,2021-07-22,78.27
35641,2021-07-23,78.27
35642,2021-07-24,78.27
35643,2021-07-25,78.27
35644,2021-07-26,78.27
35645,2021-07-27,78.27
35646,2021-07-28,78.27
35647,2021-07-29,78.27
35648,2021-07-30,78.27
35649,2021-07-31,81.85
35650,2021-08-01,81.85
35651,2021-08-02,81.85
35652,2021-08-03,81.85
35653,2021-08-04,81.85
35654,2021-08-05,81.85
35655,2021-08-06,81.85
35656,2021-08-07,81.85
35657,2021-08-08,81.85
35658,2021-08-09,81.85
35659,2021-08-10,81.85
35660,2021-08-11,81.85
35661,2021-08-12,81.85
35662,2021-08-13,81.85
35663,2021-08-14,81.85
35664,2021-08-15,81.85
35665,2021-08-16,81.85
35666,2021-08-17,81.85
35667,2021-08-18,81.85
35668,2021-08-19,81.85
35669,2021-08-20,81.85
35670,2021-08-21,81.85
35671,2021-08-22,81.85
35672,2021-08-23,81.85
35673,2021-08-24,81.85
35674,2021-08-25,81.85
35675,2021-08-26,81.85
35676,2021-08-27,81.85
35677,2021-08-28,81.85
35678,2021-08-29,81.85
35679,2021-08-30,81.85
35680,2021-08-31,81.85
35681,2021-09-01,78.27
35682,2021-09-02,78.27
35683,2021-09-03,78.27
35684,2021-09-04,78.27
35685,2021-09-05,78.27
35686,2021-09-06,78.27
35687,2021-09-07,78.27
35688,2021-09-08,78.27
35689,2021-09-09,78.27
35690,2021-09-10,78.27
35691,2021-09-11,81.85
35692,2021-09-12,81.85
35693,2021-09-13,81.85
35694,2021-09-14,81.85
35695,2021-09-15,81.85
35696,2021-09-16,81.85
35697,2021-09-17,81.85
35698,2021-09-18,81.85
35699,2021-09-19,81.85
35700,2021-09-20,81.85
35701,2021-09-21,81.85
35702,2021-09-22,81.85
35703,2021-09-23,81.85
35704,2021-09-24,81.85
35705,2021-09-25,81.85
35706,2021-09-26,81.85
35707,2021-09-27,81.85
35708,2021-09-28,81.85
35709,2021-09-29,81.85
35710,2021-09-30,81.85
35711,2021-10-01,81.85
35712,2021-10-02,81.85
35713,2021-10-03,81.85
35714,2021-10-04,81.85
35715,2021-10-05,81.85
35716,2021-10-06,81.85
35717,2021-10-07,81.85
35718,2021-10-08,81.85
35719,2021-10-09,81.85
35720,2021-10-10,81.85
35721,2021-10-11,81.85
35722,2021-10-12,81.85
35723,2021-10-13,81.85
35724,2021-10-14,81.85
35725,2021-10-15,78.27
35726,2021-10-16,78.27
35727,2021-10-17,78.27
35728,2021-10-18,78.27
35729,2021-10-19,81.85
35730,2021-10-20,81.85
35731,2021-10-21,81.85
35732,2021-10-22,81.85
35733,2021-10-23,81.85
35734,2021-10-24,81.85
35735,2021-10-25,81.85
35736,2021-10-26,81.85
35737,2021-10-27,81.85
35738,2021-10-28,81.85
35739,2021-10-29,81.85
35740,2021-10-30,81.85
35741,2021-10-31,81.85
35742,2021-11-01,81.85
35743,2021-11-02,81.85
35744,2021-11-03,81.85
35745,2021-11-04,81.85
35746,2021-11-05,81.85
35747,2021-11-06,81.85
35748,2021-11-07,81.85
35749,2021-11-08,81.85
35750,2021-11-09,81.85
35751,2021-11-10,81.85
35752,2021-11-11,81.85
35753,2021-11-12,81.85
35754,2021-11-13,81.85
35755,2021-11-14,81.85
35756,2021-11-15,81.85
35757,2021-11-16,81.85
35758,2021-11-17,81.85
35759,2021-11-18,81.85
35760,2021-11-19,81.85
35761,2021-11-20,81.85
35762,2021-11-21,81.85
35763,2021-11-22,81.85
35764,2021-11-23,81.85
35765,2021-11-24,81.85
35766,2021-11-25,81.85
35767,2021-11-26,81.85
35768,2021-11-27,81.85
35769,2021-11-28,81.85
35770,2021-11-29,81.85
35771,2021-11-30,81.85
35772,2021-12-01,81.85
35773,2021-12-02,81.85
35774,2021-12-03,81.85
35775,2021-12-04,81.85
35776,2021-12-05,81.85
35777,2021-12-06,81.85
35778,2021-12-07,81.85
35779,2021-12-08,81.85
35780,2021-12-09,81.85
35781,2021-12-10,81.85
35782,2021-12-11,81.85
35783,2021-12-12,81.85
35784,2021-12-13,81.85
35785,2021-12-14,81.85
35786,2021-12-15,81.85
35787,2021-12-16,81.85
35788,2021-12-17,81.85
35789,2021-12-18,81.85
35790,2021-12-19,81.85
35791,2021-12-20,81.85
35792,2021-12-21,81.85
35793,2021-12-22,81.85
35794,2021-12-23,81.85
35795,2021-12-24,81.85
35796,2021-12-25,81.85
35797,2021-12-26,81.85
35798,2021-12-27,81.85
35799,2021-12-28,81.85
35800,2021-12-29,81.85
35801,2021-12-30,81.85
35802,2021-12-31,81.85
35803,2022-01-01,81.85
35804,2022-01-02,81.85
35805,2022-01-03,81.85
35806,2022-01-04,81.85
35807,2022-01-05,81.85
35808,2022-01-06,81.85
35809,2022-01-07,81.85
35810,2022-01-08,81.85
35811,2022-01-09,81.85
35812,2022-01-10,81.85
35813,2022-01-11,81.85
35814,2022-01-12,81.85
35815,2022-01-13,81.85
35816,2022-01-14,81.85
35817,2022-01-15,81.85
35818,2022-01-16,81.85
35819,2022-01-17,81.85
35820,2022-01-18,81.85
35821,2022-01-19,81.85
35822,2022-01-20,81.85
35823,2022-01-21,81.85
35824,2022-01-22,81.85
35825,2022-01-23,81.85
35826,2022-01-24,79.46
35827,2022-01-25,81.85
35828,2022-01-26,81.85
35829,2022-01-27,81.85
35830,2022-01-28,81.85
35831,2022-01-29,81.85
35832,2022-01-30,81.85
35833,2022-01-31,81.85
35834,2022-02-01,81.85
35835,2022-02-02,81.85
35836,2022-02-03,81.85
35837,2022-02-04,81.85
35838,2022-02-05,81.85
35839,2022-02-06,81.85
35840,2022-02-07,81.85
35841,2022-02-08,81.85
35842,2022-02-09,81.85
35843,2022-02-10,81.85
35844,2022-02-11,81.85
35845,2022-02-12,81.85
35846,2022-02-13,81.85
35847,2022-02-14,81.85
35848,2022-02-15,81.85
35849,2022-02-16,81.85
35850,2022-02-17,81.85
35851,2022-02-18,81.85
35852,2022-02-19,81.85
35853,2022-02-20,81.85
35854,2022-02-21,81.85
35855,2022-02-22,81.85
35856,2022-02-23,81.85
35857,2022-02-24,81.85
35858,2022-02-25,81.85
35859,2022-02-26,81.85
35860,2022-02-27,81.85
35861,2022-02-28,81.85
35862,2022-03-01,81.85
35863,2022-03-02,81.85
35864,2022-03-03,81.85
35865,2022-03-04,81.85
35866,2022-03-05,81.85
35867,2022-03-06,81.85
35868,2022-03-07,81.85
35869,2022-03-08,81.85
35870,2022-03-09,81.85
35871,2022-03-10,81.85
35872,2022-03-11,81.85
35873,2022-03-12,81.85
35874,2022-03-13,81.85
35875,2022-03-14,81.85
35876,2022-03-15,81.85
35877,2022-03-16,84.52
35878,2022-03-17,84.52
35879,2022-03-18,84.52
35880,2022-03-19,84.52
35881,2022-03-20,84.52
35882,2022-03-21,84.52
35883,2022-03-22,84.52
35884,2022-03-23,84.52
35885,2022-03-24,84.52
35886,2022-03-25,84.52
35887,2022-03-26,84.52
35888,2022-03-27,84.52
35889,2022-03-28,84.52
35890,2022-03-29,84.52
35891,2022-03-30,84.52
35892,2022-03-31,84.52
35893,2022-04-01,84.52
35894,2022-04-02,84.52
35895,2022-04-03,84.52
35896,2022-04-04,84.52
35897,2022-04-05,84.52
35898,2022-04-06,84.52
35899,2022-04-07,84.52
35900,2022-04-08,84.52
35901,2022-04-09,84.52
35902,2022-04-10,84.52
35903,2022-04-11,84.52
35904,2022-04-12,84.52
35905,2022-04-13,84.52
35906,2022-04-14,84.52
35907,2022-04-15,84.52
35908,2022-04-16,82.14
35909,2022-04-17,82.14
35910,2022-04-18,84.52
35911,2022-04-19,84.52
35912,2022-04-20,84.52
35913,2022-04-21,84.52
35914,2022-04-22,84.52
35915,2022-04-23,84.52
35916,2022-04-24,84.52
35917,2022-04-25,84.52
35918,2022-04-26,84.52
35919,2022-04-27,84.52
35920,2022-04-28,84.52
35921,2022-04-29,84.52
35922,2022-04-30,84.52
35923,2022-05-01,84.52
35924,2022-05-02,84.52
35925,2022-05-03,84.52
35926,2022-05-04,84.52
35927,2022-05-05,84.52
35928,2022-05-06,84.52
35929,2022-05-07,84.52
35930,2022-05-08,84.52
35931,2022-05-09,84.52
35932,2022-05-10,84.52
35933,2022-05-11,84.52
35934,2022-05-12,84.52
35935,2022-05-13,84.52
35936,2022-05-14,84.52
35937,2022-05-15,84.52
35938,2022-05-16,84.52
35939,2022-05-17,84.52
35940,2022-05-18,84.52
35941,2022-05-19,84.52
35942,2022-05-20,84.52
35943,2022-05-21,84.52
35944,2022-05-22,84.52
35945,2022-05-23,84.52
35946,2022-05-24,84.52
35947,2022-05-25,84.52
35948,2022-05-26,84.52
35949,2022-05-27,84.52
35950,2022-05-28,84.52
35951,2022-05-29,84.52
35952,2022-05-30,84.52
35953,2022-05-31,84.52
35954,2022-06-01,84.52
35955,2022-06-02,84.52
35956,2022-06-03,84.52
35957,2022-06-04,84.52
35958,2022-06-05,84.52
35959,2022-06-06,84.52
35960,2022-06-07,84.52
35961,2022-06-08,84.52
35962,2022-06-09,84.52
35963,2022-06-10,84.52
35964,2022-06-11,84.52
35965,2022-06-12,84.52
35966,2022-06-13,84.52
35967,2022-06-14,84.52
35968,2022-06-15,84.52
35969,2022-06-16,84.52
35970,2022-06-17,84.52
35971,2022-06-18,84.52
35972,2022-06-19,84.52
35973,2022-06-20,84.52
35974,2022-06-21,84.52
35975,2022-06-22,84.52
35976,2022-06-23,84.52
35977,2022-06-24,84.52
35978,2022-06-25,84.52
35979,2022-06-26,84.52
35980,2022-06-27,84.52
35981,2022-06-28,84.52
35982,2022-06-29,84.52
35983,2022-06-30,84.52
35984,2022-07-01,84.52
35985,2022-07-02,84.52
35986,2022-07-03,84.52
35987,2022-07-04,84.52
35988,2022-07-05,84.52
35989,2022-07-06,84.52
35990,2022-07-07,84.52
35991,2022-07-08,84.52
35992,2022-07-09,84.52
35993,2022-07-10,84.52
35994,2022-07-11,84.52
35995,2022-07-12,84.52
35996,2022-07-13,84.52
35997,2022-07-14,84.52
35998,2022-07-15,84.52
35999,2022-07-16,84.52
36000,2022-07-17,84.52
36001,2022-07-18,84.52
36002,2022-07-19,84.52
36003,2022-07-20,84.52
36004,2022-07-21,84.52
36005,2022-07-22,84.52
36006,2022-07-23,84.52
36007,2022-07-24,84.52
36008,2022-07-25,84.52
36009,2022-07-26,84.52
36010,2022-07-27,84.52
36011,2022-07-28,84.52
36012,2022-07-29,84.52
36013,2022-07-30,84.52
36014,2022-07-31,84.52
36015,2022-08-01,84.52
36016,2022-08-02,84.52
36017,2022-08-03,84.52
36018,2022-08-04,84.52
36019,2022-08-05,84.52
36020,2022-08-06,84.52
36021,2022-08-07,84.52
36022,2022-08-08,84.52
36023,2022-08-09,84.52
36024,2022-08-10,84.52
36025,2022-08-11,84.52
36026,2022-08-12,84.52
36027,2022-08-13,84.52
36028,2022-08-14,84.52
36029,2022-08-15,84.52
36030,2022-08-16,84.52
36031,2022-08-17,84.52
36032,2022-08-18,84.52
36033,2022-08-19,84.52
36034,2022-08-20,84.52
36035,2022-08-21,84.52
36036,2022-08-22,84.52
36037,2022-08-23,84.52
36038,2022-08-24,84.52
36039,2022-08-25,84.52
36040,2022-08-26,84.52
36041,2022-08-27,84.52
36042,2022-08-28,84.52
36043,2022-08-29,84.52
36044,2022-08-30,84.52
36045,2022-08-31,84.52
36046,2022-09-01,84.52
36047,2022-09-02,84.52
36048,2022-09-03,84.52
36049,2022-09-04,84.52
36050,2022-09-05,84.52
36051,2022-09-06,84.52
36052,2022-09-07,84.52
36053,2022-09-08,84.52
36054,2022-09-09,84.52
36055,2022-09-10,84.52
36056,2022-09-11,84.52
36057,2022-09-12,84.52
36058,2022-09-13,84.52
36059,2022-09-14,84.52
36060,2022-09-15,84.52
36061,2022-09-16,84.52
36062,2022-09-17,84.52
36063,2022-09-18,84.52
36064,2022-09-19,84.52
36065,2022-09-20,84.52
36066,2022-09-21,84.52
36067,2022-09-22,84.52
36068,2022-09-23,84.52
36069,2022-09-24,84.52
36070,2022-09-25,84.52
